gene	cluster	centroid	is_representative
GMGC10.209_368_353.VANW	79259	GMGC10.209_368_353.VANW	yes
GMGC10.190_158_905.VANW	79260	GMGC10.190_158_905.VANW	yes
GMGC10.186_949_183.UNKNOWN	79261	GMGC10.186_949_183.UNKNOWN	yes
GMGC10.174_585_997.SPH	79262	GMGC10.174_585_997.SPH	yes
GMGC10.157_155_227.UNKNOWN	79263	GMGC10.157_155_227.UNKNOWN	yes
GMGC10.198_706_145.YQEG	79264	GMGC10.198_843_391.YQEG	no
GMGC10.198_843_391.YQEG	79264	GMGC10.198_843_391.YQEG	yes
GMGC10.051_825_540.ALR	79265	GMGC10.051_825_540.ALR	yes
GMGC10.198_762_359.UNKNOWN	79266	GMGC10.197_907_175.UNKNOWN	no
GMGC10.199_953_482.UNKNOWN	79266	GMGC10.197_907_175.UNKNOWN	no
GMGC10.197_907_175.UNKNOWN	79266	GMGC10.197_907_175.UNKNOWN	yes
GMGC10.049_654_544.UNKNOWN	79267	GMGC10.049_654_544.UNKNOWN	yes
GMGC10.146_013_243.YBXI	79268	GMGC10.146_013_243.YBXI	yes
GMGC10.057_406_401.YBXI	79269	GMGC10.057_406_401.YBXI	yes
GMGC10.000_104_267.YODJ	79270	GMGC10.000_104_267.YODJ	yes
GMGC10.265_959_062.UNKNOWN	79271	GMGC10.179_460_698.UNKNOWN	no
GMGC10.179_460_698.UNKNOWN	79271	GMGC10.179_460_698.UNKNOWN	yes
GMGC10.207_809_981.YBXI	79272	GMGC10.207_809_981.YBXI	yes
GMGC10.054_055_882.MBL1	79273	GMGC10.053_987_605.MBL1	no
GMGC10.053_987_605.MBL1	79273	GMGC10.053_987_605.MBL1	yes
GMGC10.182_695_869.MBL1	79273	GMGC10.053_987_605.MBL1	no
GMGC10.281_045_561.STRA	79274	GMGC10.281_045_561.STRA	yes
GMGC10.201_139_470.UNKNOWN	79275	GMGC10.201_139_470.UNKNOWN	yes
GMGC10.148_190_642.YODJ	79276	GMGC10.148_190_642.YODJ	yes
GMGC10.145_671_608.UNKNOWN	79277	GMGC10.145_671_608.UNKNOWN	yes
GMGC10.271_737_944.YODJ	79278	GMGC10.271_737_944.YODJ	yes
GMGC10.176_851_147.STRA	79279	GMGC10.176_851_147.STRA	yes
GMGC10.176_262_462.STRA	79280	GMGC10.176_262_462.STRA	yes
GMGC10.280_464_553.AADA	79281	GMGC10.280_464_553.AADA	yes
GMGC10.185_925_705.LDHA	79282	GMGC10.185_925_705.LDHA	yes
GMGC10.281_242_733.AADA	79283	GMGC10.281_242_733.AADA	yes
GMGC10.241_329_000.TCTD	79284	GMGC10.222_237_564.TCTD	no
GMGC10.222_237_564.TCTD	79284	GMGC10.222_237_564.TCTD	yes
GMGC10.251_438_730.OMPR	79285	GMGC10.251_438_730.OMPR	yes
GMGC10.289_019_220.RSMA	79286	GMGC10.289_051_364.RSMA	no
GMGC10.289_051_364.RSMA	79286	GMGC10.289_051_364.RSMA	yes
GMGC10.289_299_270.RSMA	79286	GMGC10.289_051_364.RSMA	no
GMGC10.247_832_263.AADA	79287	GMGC10.247_832_263.AADA	yes
GMGC10.187_224_004.UNKNOWN	79288	GMGC10.187_224_004.UNKNOWN	yes
GMGC10.042_395_110.SDIA	79289	GMGC10.281_612_439.SDIA	no
GMGC10.012_386_777.SDIA	79289	GMGC10.281_612_439.SDIA	no
GMGC10.285_924_681.SDIA	79289	GMGC10.281_612_439.SDIA	no
GMGC10.285_225_412.SDIA	79289	GMGC10.281_612_439.SDIA	no
GMGC10.281_612_439.SDIA	79289	GMGC10.281_612_439.SDIA	yes
GMGC10.154_366_273.KNT	79290	GMGC10.154_366_273.KNT	yes
GMGC10.053_151_437.UNKNOWN	79291	GMGC10.053_151_437.UNKNOWN	yes
GMGC10.203_665_018.UNKNOWN	79291	GMGC10.053_151_437.UNKNOWN	no
GMGC10.056_165_093.STRA	79292	GMGC10.056_165_093.STRA	yes
GMGC10.067_805_934.UNKNOWN	79293	GMGC10.067_805_934.UNKNOWN	yes
GMGC10.067_136_343.STRA	79294	GMGC10.067_136_343.STRA	yes
GMGC10.176_617_168.STRA	79295	GMGC10.176_617_168.STRA	yes
GMGC10.282_457_732.ERMX	79296	GMGC10.282_457_732.ERMX	yes
GMGC10.119_947_127.CPXR	79297	GMGC10.119_947_127.CPXR	yes
GMGC10.250_259_384.OXA	79298	GMGC10.250_259_384.OXA	yes
GMGC10.281_944_716.AADA	79299	GMGC10.281_944_716.AADA	yes
GMGC10.283_185_718.AADA	79299	GMGC10.281_944_716.AADA	no
GMGC10.286_079_509.AADA	79300	GMGC10.286_079_509.AADA	yes
GMGC10.047_028_351.UNKNOWN	79301	GMGC10.047_028_351.UNKNOWN	yes
GMGC10.053_139_642.UNKNOWN	79301	GMGC10.047_028_351.UNKNOWN	no
GMGC10.182_494_442.STRA	79302	GMGC10.182_494_442.STRA	yes
GMGC10.211_988_206.YBXI	79303	GMGC10.211_988_206.YBXI	yes
GMGC10.175_763_703.VANY	79304	GMGC10.175_763_703.VANY	yes
GMGC10.284_500_367.AADA	79305	GMGC10.284_500_367.AADA	yes
GMGC10.121_081_996.RSMA	79306	GMGC10.121_081_996.RSMA	yes
GMGC10.250_201_240.YBXI	79307	GMGC10.250_201_240.YBXI	yes
GMGC10.001_315_451.YBXI	79308	GMGC10.001_315_451.YBXI	yes
GMGC10.177_389_819.STRA	79309	GMGC10.177_389_819.STRA	yes
GMGC10.250_693_982.RSMA	79310	GMGC10.250_693_982.RSMA	yes
GMGC10.175_702_939.STRA	79311	GMGC10.175_702_939.STRA	yes
GMGC10.021_064_126.AADA	79312	GMGC10.285_360_029.AADA	no
GMGC10.285_360_029.AADA	79312	GMGC10.285_360_029.AADA	yes
GMGC10.194_711_487.AACC	79313	GMGC10.194_711_487.AACC	yes
GMGC10.187_786_128.STRA	79314	GMGC10.187_786_128.STRA	yes
GMGC10.260_166_125.VANW	79315	GMGC10.260_166_125.VANW	yes
GMGC10.150_357_577.AACC	79316	GMGC10.304_581_526.AACC	no
GMGC10.150_373_677.AACC	79316	GMGC10.304_581_526.AACC	no
GMGC10.301_951_309.AACC	79316	GMGC10.304_581_526.AACC	no
GMGC10.303_976_419.AACC	79316	GMGC10.304_581_526.AACC	no
GMGC10.304_581_526.AACC	79316	GMGC10.304_581_526.AACC	yes
GMGC10.301_616_199.AACC	79316	GMGC10.304_581_526.AACC	no
GMGC10.151_477_742.AACC	79316	GMGC10.304_581_526.AACC	no
GMGC10.151_212_932.AACC	79317	GMGC10.151_319_507.AACC	no
GMGC10.151_085_800.AACC	79317	GMGC10.151_319_507.AACC	no
GMGC10.307_287_991.AACC	79317	GMGC10.151_319_507.AACC	no
GMGC10.150_155_209.AACC	79317	GMGC10.151_319_507.AACC	no
GMGC10.151_319_507.AACC	79317	GMGC10.151_319_507.AACC	yes
GMGC10.252_291_622.RSMA	79318	GMGC10.252_291_622.RSMA	yes
GMGC10.302_599_370.AACC	79319	GMGC10.302_599_370.AACC	yes
GMGC10.210_916_090.PHOB	79320	GMGC10.211_402_795.PHOB	no
GMGC10.211_402_795.PHOB	79320	GMGC10.211_402_795.PHOB	yes
GMGC10.251_288_890.NEO	79321	GMGC10.251_288_890.NEO	yes
GMGC10.154_816_978.UNKNOWN	79322	GMGC10.154_816_978.UNKNOWN	yes
GMGC10.284_661_404.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	no
GMGC10.281_572_242.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	no
GMGC10.286_270_700.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	no
GMGC10.285_336_232.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	no
GMGC10.284_120_557.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	no
GMGC10.286_093_531.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	yes
GMGC10.285_797_444.UNKNOWN	79323	GMGC10.286_093_531.UNKNOWN	no
GMGC10.294_859_131.UNKNOWN	79324	GMGC10.294_859_131.UNKNOWN	yes
GMGC10.254_249_845.UPPP	79325	GMGC10.254_249_845.UPPP	yes
GMGC10.179_400_441.VANW	79326	GMGC10.179_400_441.VANW	yes
GMGC10.090_890_918.AACC	79327	GMGC10.090_890_918.AACC	yes
GMGC10.252_812_012.UPPP	79328	GMGC10.252_812_012.UPPP	yes
GMGC10.244_011_632.AACC	79329	GMGC10.244_011_632.AACC	yes
GMGC10.251_600_176.UPPP	79330	GMGC10.251_600_176.UPPP	yes
GMGC10.184_564_966.UPPP	79331	GMGC10.147_405_138.UPPP	no
GMGC10.147_405_138.UPPP	79331	GMGC10.147_405_138.UPPP	yes
GMGC10.268_548_365.UPPP	79331	GMGC10.147_405_138.UPPP	no
GMGC10.284_285_468.UNKNOWN	79332	GMGC10.286_607_941.UNKNOWN	no
GMGC10.286_607_941.UNKNOWN	79332	GMGC10.286_607_941.UNKNOWN	yes
GMGC10.282_340_875.UNKNOWN	79332	GMGC10.286_607_941.UNKNOWN	no
GMGC10.283_005_266.UNKNOWN	79332	GMGC10.286_607_941.UNKNOWN	no
GMGC10.178_353_310.ERMA	79333	GMGC10.178_353_310.ERMA	yes
GMGC10.299_646_623.UPPP	79334	GMGC10.247_673_693.UPPP	no
GMGC10.247_673_693.UPPP	79334	GMGC10.247_673_693.UPPP	yes
GMGC10.303_767_288.DACB	79335	GMGC10.293_303_096.DACB	no
GMGC10.293_303_096.DACB	79335	GMGC10.293_303_096.DACB	yes
GMGC10.256_899_261.RSMA	79336	GMGC10.256_899_261.RSMA	yes
GMGC10.149_255_354.SP_0629	79337	GMGC10.149_255_354.SP_0629	yes
GMGC10.283_076_442.RSMA	79338	GMGC10.247_834_556.RSMA	no
GMGC10.283_530_058.RSMA	79338	GMGC10.247_834_556.RSMA	no
GMGC10.247_834_556.RSMA	79338	GMGC10.247_834_556.RSMA	yes
GMGC10.270_038_706.VANYB	79339	GMGC10.270_038_706.VANYB	yes
GMGC10.282_232_580.AADA	79340	GMGC10.282_232_580.AADA	yes
GMGC10.176_185_644.UNKNOWN	79341	GMGC10.176_185_644.UNKNOWN	yes
GMGC10.171_984_749.UNKNOWN	79342	GMGC10.171_984_749.UNKNOWN	yes
GMGC10.238_295_931.ERMA	79343	GMGC10.238_295_931.ERMA	yes
GMGC10.273_960_809.UPPP	79344	GMGC10.273_960_809.UPPP	yes
GMGC10.210_355_266.VANW	79345	GMGC10.210_355_266.VANW	yes
GMGC10.177_564_214.UNKNOWN	79346	GMGC10.177_238_589.UNKNOWN	no
GMGC10.177_238_589.UNKNOWN	79346	GMGC10.177_238_589.UNKNOWN	yes
GMGC10.177_253_988.UNKNOWN	79347	GMGC10.177_609_223.UNKNOWN	no
GMGC10.177_609_223.UNKNOWN	79347	GMGC10.177_609_223.UNKNOWN	yes
GMGC10.202_456_273.VANY	79348	GMGC10.187_344_044.VANY	no
GMGC10.201_797_091.VANY	79348	GMGC10.187_344_044.VANY	no
GMGC10.187_344_044.VANY	79348	GMGC10.187_344_044.VANY	yes
GMGC10.190_296_080.VANY	79349	GMGC10.187_088_542.VANY	no
GMGC10.187_088_542.VANY	79349	GMGC10.187_088_542.VANY	yes
GMGC10.176_304_519.UNKNOWN	79350	GMGC10.176_304_519.UNKNOWN	yes
GMGC10.175_847_962.UNKNOWN	79351	GMGC10.175_847_962.UNKNOWN	yes
GMGC10.175_971_339.UNKNOWN	79352	GMGC10.175_971_339.UNKNOWN	yes
GMGC10.176_180_593.UNKNOWN	79352	GMGC10.175_971_339.UNKNOWN	no
GMGC10.049_249_641.UNKNOWN	79353	GMGC10.049_249_641.UNKNOWN	yes
GMGC10.169_172_049.STRB	79354	GMGC10.169_172_049.STRB	yes
GMGC10.253_800_279.YODJ	79355	GMGC10.253_800_279.YODJ	yes
GMGC10.254_788_257.YODJ	79356	GMGC10.254_788_257.YODJ	yes
GMGC10.184_700_784.VANW	79357	GMGC10.051_478_668.VANW	no
GMGC10.051_478_668.VANW	79357	GMGC10.051_478_668.VANW	yes
GMGC10.283_315_166.UNKNOWN	79358	GMGC10.283_315_166.UNKNOWN	yes
GMGC10.001_008_570.YODJ	79359	GMGC10.001_008_570.YODJ	yes
GMGC10.247_766_919.SDIA	79360	GMGC10.146_328_706.SDIA	no
GMGC10.297_514_910.SDIA	79360	GMGC10.146_328_706.SDIA	no
GMGC10.266_135_536.SDIA	79360	GMGC10.146_328_706.SDIA	no
GMGC10.266_455_617.SDIA	79360	GMGC10.146_328_706.SDIA	no
GMGC10.146_328_706.SDIA	79360	GMGC10.146_328_706.SDIA	yes
GMGC10.158_817_316.MBL1	79361	GMGC10.158_817_316.MBL1	yes
GMGC10.310_875_348.UNKNOWN	79362	GMGC10.310_875_348.UNKNOWN	yes
GMGC10.191_121_733.UNKNOWN	79363	GMGC10.191_121_733.UNKNOWN	yes
GMGC10.049_657_291.VANY	79364	GMGC10.049_657_291.VANY	yes
GMGC10.184_753_665.UNKNOWN	79365	GMGC10.184_753_665.UNKNOWN	yes
GMGC10.204_822_727.UNKNOWN	79366	GMGC10.204_822_727.UNKNOWN	yes
GMGC10.186_778_974.SP_0629	79367	GMGC10.186_778_974.SP_0629	yes
GMGC10.293_456_892.AACC	79368	GMGC10.293_456_892.AACC	yes
GMGC10.165_952_334.AACC	79369	GMGC10.165_952_334.AACC	yes
GMGC10.157_145_529.AACC	79370	GMGC10.157_145_529.AACC	yes
GMGC10.298_206_624.UPPP	79371	GMGC10.053_625_596.UPPP	no
GMGC10.053_625_596.UPPP	79371	GMGC10.053_625_596.UPPP	yes
GMGC10.252_987_940.UPPP	79372	GMGC10.252_987_940.UPPP	yes
GMGC10.165_305_350.UPPP	79373	GMGC10.165_305_350.UPPP	yes
GMGC10.163_745_577.UPPP	79374	GMGC10.163_745_577.UPPP	yes
GMGC10.171_554_772.UPPP	79375	GMGC10.171_554_772.UPPP	yes
GMGC10.212_103_711.YODJ	79376	GMGC10.212_103_711.YODJ	yes
GMGC10.073_431_763.VANY	79377	GMGC10.073_431_763.VANY	yes
GMGC10.304_211_236.UNKNOWN	79378	GMGC10.304_211_236.UNKNOWN	yes
GMGC10.198_034_015.SP_0629	79379	GMGC10.198_034_015.SP_0629	yes
GMGC10.268_638_100.DDL	79380	GMGC10.268_638_100.DDL	yes
GMGC10.039_506_048.UNKNOWN	79381	GMGC10.213_305_782.UNKNOWN	no
GMGC10.217_075_920.UNKNOWN	79381	GMGC10.213_305_782.UNKNOWN	no
GMGC10.213_305_782.UNKNOWN	79381	GMGC10.213_305_782.UNKNOWN	yes
GMGC10.207_511_861.UNKNOWN	79382	GMGC10.207_511_861.UNKNOWN	yes
GMGC10.292_711_685.UNKNOWN	79383	GMGC10.181_705_073.UNKNOWN	no
GMGC10.184_382_508.UNKNOWN	79383	GMGC10.181_705_073.UNKNOWN	no
GMGC10.146_349_729.UNKNOWN	79383	GMGC10.181_705_073.UNKNOWN	no
GMGC10.181_705_073.UNKNOWN	79383	GMGC10.181_705_073.UNKNOWN	yes
GMGC10.095_081_074.RSMA	79384	GMGC10.095_081_074.RSMA	yes
GMGC10.286_509_367.OMPR2	79385	GMGC10.285_308_595.OMPR2	no
GMGC10.285_308_595.OMPR2	79385	GMGC10.285_308_595.OMPR2	yes
GMGC10.210_026_448.UNKNOWN	79386	GMGC10.269_203_093.UNKNOWN	no
GMGC10.055_271_782.UNKNOWN	79386	GMGC10.269_203_093.UNKNOWN	no
GMGC10.269_203_093.UNKNOWN	79386	GMGC10.269_203_093.UNKNOWN	yes
GMGC10.252_723_638.UPPP	79387	GMGC10.252_723_638.UPPP	yes
GMGC10.175_313_146.UNKNOWN	79388	GMGC10.175_313_146.UNKNOWN	yes
GMGC10.173_151_735.SPH	79389	GMGC10.173_151_735.SPH	yes
GMGC10.170_741_489.UPPP	79390	GMGC10.170_741_489.UPPP	yes
GMGC10.210_127_077.DDPX	79391	GMGC10.210_127_077.DDPX	yes
GMGC10.180_619_870.VANYB	79392	GMGC10.207_636_721.UNKNOWN	no
GMGC10.207_636_721.UNKNOWN	79392	GMGC10.207_636_721.UNKNOWN	yes
GMGC10.008_102_048.YBXI	79393	GMGC10.008_102_048.YBXI	yes
GMGC10.021_922_295.OXA	79394	GMGC10.021_922_295.OXA	yes
GMGC10.021_989_131.OXA	79394	GMGC10.021_922_295.OXA	no
GMGC10.021_985_073.OXA	79394	GMGC10.021_922_295.OXA	no
GMGC10.021_936_898.OXA	79394	GMGC10.021_922_295.OXA	no
GMGC10.004_908_872.BLA	79395	GMGC10.004_908_872.BLA	yes
GMGC10.009_701_146.OXA	79396	GMGC10.009_701_146.OXA	yes
GMGC10.002_804_538.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.039_044_860.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.025_443_361.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.023_626_106.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.023_250_110.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.039_042_729.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.026_414_382.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.025_002_868.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.025_000_469.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.025_438_302.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.026_743_068.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.019_554_747.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.019_514_432.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.025_823_783.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.017_548_533.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.019_526_805.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.013_774_287.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.027_021_722.CPHA	79397	GMGC10.027_021_722.CPHA	yes
GMGC10.282_331_914.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.281_311_331.CPHA	79397	GMGC10.027_021_722.CPHA	no
GMGC10.044_832_960.DDPX	79398	GMGC10.044_832_960.DDPX	yes
GMGC10.044_046_787.YBXI	79399	GMGC10.044_046_787.YBXI	yes
GMGC10.011_552_581.UNKNOWN	79400	GMGC10.011_552_581.UNKNOWN	yes
GMGC10.020_744_669.YBXI	79401	GMGC10.020_744_669.YBXI	yes
GMGC10.035_644_065.UNKNOWN	79402	GMGC10.035_644_065.UNKNOWN	yes
GMGC10.044_490_883.YODJ	79403	GMGC10.044_490_883.YODJ	yes
GMGC10.030_536_062.UNKNOWN	79404	GMGC10.030_536_062.UNKNOWN	yes
GMGC10.046_324_407.VANY	79405	GMGC10.046_324_407.VANY	yes
GMGC10.030_116_728.UNKNOWN	79406	GMGC10.030_116_728.UNKNOWN	yes
GMGC10.028_897_586.AACC	79407	GMGC10.028_897_586.AACC	yes
GMGC10.030_516_805.YODJ	79408	GMGC10.030_516_805.YODJ	yes
GMGC10.033_517_525.UNKNOWN	79409	GMGC10.033_517_525.UNKNOWN	yes
GMGC10.046_364_895.STRA	79410	GMGC10.046_364_895.STRA	yes
GMGC10.014_347_574.NEO	79411	GMGC10.014_347_574.NEO	yes
GMGC10.041_679_272.RSMA	79412	GMGC10.041_679_272.RSMA	yes
GMGC10.005_485_411.AADA	79413	GMGC10.005_485_411.AADA	yes
GMGC10.016_099_811.YBXI	79414	GMGC10.016_099_811.YBXI	yes
GMGC10.018_317_654.APHA	79415	GMGC10.018_317_654.APHA	yes
GMGC10.040_826_354.UNKNOWN	79416	GMGC10.040_826_354.UNKNOWN	yes
GMGC10.043_680_721.AACC	79417	GMGC10.043_680_721.AACC	yes
GMGC10.008_565_015.STRA	79418	GMGC10.008_565_015.STRA	yes
GMGC10.009_963_135.RSMA	79419	GMGC10.009_963_135.RSMA	yes
GMGC10.005_651_982.RSMA	79419	GMGC10.009_963_135.RSMA	no
GMGC10.034_031_063.NEO	79420	GMGC10.034_031_063.NEO	yes
GMGC10.004_769_033.NEO	79420	GMGC10.034_031_063.NEO	no
GMGC10.282_254_765.NEO	79420	GMGC10.034_031_063.NEO	no
GMGC10.013_807_450.RSMA	79421	GMGC10.013_807_450.RSMA	yes
GMGC10.040_290_402.RSMA	79421	GMGC10.013_807_450.RSMA	no
GMGC10.044_619_599.STRA	79422	GMGC10.044_619_599.STRA	yes
GMGC10.026_264_752.AADA	79423	GMGC10.026_264_752.AADA	yes
GMGC10.034_288_793.YBXI	79424	GMGC10.034_288_793.YBXI	yes
GMGC10.015_248_514.RSMA	79425	GMGC10.015_248_514.RSMA	yes
GMGC10.006_850_957.RSMA	79425	GMGC10.015_248_514.RSMA	no
GMGC10.002_062_288.NEO	79426	GMGC10.002_062_288.NEO	yes
GMGC10.036_210_240.UPPP	79427	GMGC10.036_210_240.UPPP	yes
GMGC10.042_790_362.UPPP	79428	GMGC10.042_790_362.UPPP	yes
GMGC10.008_874_747.UPPP	79429	GMGC10.008_874_747.UPPP	yes
GMGC10.022_163_335.UPPP	79430	GMGC10.022_163_335.UPPP	yes
GMGC10.022_155_236.NEO	79431	GMGC10.022_155_236.NEO	yes
GMGC10.009_933_582.UNKNOWN	79432	GMGC10.009_933_582.UNKNOWN	yes
GMGC10.029_373_115.AACC	79433	GMGC10.029_373_115.AACC	yes
GMGC10.017_160_967.AACC	79434	GMGC10.017_160_967.AACC	yes
GMGC10.041_197_921.NEO	79435	GMGC10.041_197_921.NEO	yes
GMGC10.035_730_075.AACC	79436	GMGC10.035_730_075.AACC	yes
GMGC10.043_816_297.NEO	79437	GMGC10.043_816_297.NEO	yes
GMGC10.023_580_688.RSMA	79438	GMGC10.023_580_688.RSMA	yes
GMGC10.020_550_974.NEO	79439	GMGC10.020_550_974.NEO	yes
GMGC10.018_615_712.RSMA	79440	GMGC10.018_615_712.RSMA	yes
GMGC10.084_401_494.RSMA	79440	GMGC10.018_615_712.RSMA	no
GMGC10.005_870_386.UPPP	79441	GMGC10.005_870_386.UPPP	yes
GMGC10.021_856_187.RSMA	79442	GMGC10.021_856_187.RSMA	yes
GMGC10.004_509_112.UNKNOWN	79443	GMGC10.004_509_112.UNKNOWN	yes
GMGC10.023_500_637.DACB	79444	GMGC10.018_816_016.DACB	no
GMGC10.023_872_931.DACB	79444	GMGC10.018_816_016.DACB	no
GMGC10.018_816_016.DACB	79444	GMGC10.018_816_016.DACB	yes
GMGC10.269_994_850.DACB	79444	GMGC10.018_816_016.DACB	no
GMGC10.033_516_846.UNKNOWN	79445	GMGC10.033_516_846.UNKNOWN	yes
GMGC10.037_651_168.UNKNOWN	79446	GMGC10.037_651_168.UNKNOWN	yes
GMGC10.005_327_978.UNKNOWN	79447	GMGC10.005_327_978.UNKNOWN	yes
GMGC10.007_271_571.RSMA	79448	GMGC10.007_271_571.RSMA	yes
GMGC10.027_615_482.RSMA	79448	GMGC10.007_271_571.RSMA	no
GMGC10.005_398_730.RSMA	79448	GMGC10.007_271_571.RSMA	no
GMGC10.007_268_462.RSMA	79448	GMGC10.007_271_571.RSMA	no
GMGC10.013_800_246.AACC	79449	GMGC10.013_800_246.AACC	yes
GMGC10.004_652_925.UNKNOWN	79450	GMGC10.004_652_925.UNKNOWN	yes
GMGC10.025_330_267.UPPP	79451	GMGC10.025_330_267.UPPP	yes
GMGC10.031_989_454.RSMA	79452	GMGC10.031_989_454.RSMA	yes
GMGC10.012_283_932.UPPP	79453	GMGC10.012_283_932.UPPP	yes
GMGC10.017_108_710.NEO	79454	GMGC10.017_108_710.NEO	yes
GMGC10.030_278_567.AADA	79455	GMGC10.030_278_567.AADA	yes
GMGC10.009_954_399.YODJ	79456	GMGC10.009_954_399.YODJ	yes
GMGC10.010_890_649.UNKNOWN	79457	GMGC10.010_890_649.UNKNOWN	yes
GMGC10.013_013_190.UNKNOWN	79458	GMGC10.013_013_190.UNKNOWN	yes
GMGC10.018_420_742.UNKNOWN	79459	GMGC10.018_420_742.UNKNOWN	yes
GMGC10.035_849_818.STRB	79460	GMGC10.035_849_818.STRB	yes
GMGC10.022_267_349.STRB	79461	GMGC10.022_267_349.STRB	yes
GMGC10.008_572_249.STRA	79462	GMGC10.008_572_249.STRA	yes
GMGC10.017_308_662.AACC	79463	GMGC10.017_308_662.AACC	yes
GMGC10.041_844_365.RRMA	79464	GMGC10.041_844_365.RRMA	yes
GMGC10.024_062_866.SROS_3941	79465	GMGC10.024_062_866.SROS_3941	yes
GMGC10.024_190_895.SROS_3941	79466	GMGC10.024_190_895.SROS_3941	yes
GMGC10.023_979_062.SROS_3941	79466	GMGC10.024_190_895.SROS_3941	no
GMGC10.009_642_493.APHA	79467	GMGC10.009_642_493.APHA	yes
GMGC10.034_205_265.UNKNOWN	79468	GMGC10.034_205_265.UNKNOWN	yes
GMGC10.040_100_015.UNKNOWN	79469	GMGC10.040_100_015.UNKNOWN	yes
GMGC10.021_728_954.NEO	79470	GMGC10.021_728_954.NEO	yes
GMGC10.254_832_941.NEO	79470	GMGC10.021_728_954.NEO	no
GMGC10.252_690_566.NEO	79470	GMGC10.021_728_954.NEO	no
GMGC10.027_844_691.YBXI	79471	GMGC10.027_844_691.YBXI	yes
GMGC10.026_315_847.UNKNOWN	79472	GMGC10.026_315_847.UNKNOWN	yes
GMGC10.035_313_558.AACC	79473	GMGC10.035_313_558.AACC	yes
GMGC10.040_089_161.AACC	79474	GMGC10.040_089_161.AACC	yes
GMGC10.002_487_600.OXA	79475	GMGC10.002_487_600.OXA	yes
GMGC10.002_519_427.OXA	79475	GMGC10.002_487_600.OXA	no
GMGC10.035_204_528.OXA	79475	GMGC10.002_487_600.OXA	no
GMGC10.002_480_627.OXA	79475	GMGC10.002_487_600.OXA	no
GMGC10.035_201_995.OXA	79476	GMGC10.035_201_995.OXA	yes
GMGC10.002_505_609.OXA	79476	GMGC10.035_201_995.OXA	no
GMGC10.247_907_327.OXA	79476	GMGC10.035_201_995.OXA	no
GMGC10.017_243_319.UNKNOWN	79477	GMGC10.017_243_319.UNKNOWN	yes
GMGC10.037_034_009.AACC	79478	GMGC10.037_034_009.AACC	yes
GMGC10.023_594_085.YBXI	79479	GMGC10.023_594_085.YBXI	yes
GMGC10.036_599_034.YBXI	79479	GMGC10.023_594_085.YBXI	no
GMGC10.033_857_533.ERMX	79480	GMGC10.033_857_533.ERMX	yes
GMGC10.007_419_275.YBXI	79481	GMGC10.007_419_275.YBXI	yes
GMGC10.028_941_145.YBXI	79481	GMGC10.007_419_275.YBXI	no
GMGC10.014_037_743.AACC	79482	GMGC10.014_037_743.AACC	yes
GMGC10.028_304_527.UPPP	79483	GMGC10.028_304_527.UPPP	yes
GMGC10.039_630_488.UPPP	79483	GMGC10.028_304_527.UPPP	no
GMGC10.044_941_017.UPPP	79483	GMGC10.028_304_527.UPPP	no
GMGC10.009_162_267.RSMA	79484	GMGC10.009_162_267.RSMA	yes
GMGC10.040_125_668.YBXI	79485	GMGC10.040_125_668.YBXI	yes
GMGC10.029_847_761.MBL1	79486	GMGC10.029_847_761.MBL1	yes
GMGC10.030_292_628.MBL1	79487	GMGC10.030_292_628.MBL1	yes
GMGC10.028_937_362.UNKNOWN	79488	GMGC10.028_937_362.UNKNOWN	yes
GMGC10.038_018_884.UNKNOWN	79489	GMGC10.038_018_884.UNKNOWN	yes
GMGC10.041_020_960.UNKNOWN	79490	GMGC10.041_020_960.UNKNOWN	yes
GMGC10.007_620_503.OXA	79491	GMGC10.007_620_503.OXA	yes
GMGC10.029_213_200.STRB	79492	GMGC10.029_213_200.STRB	yes
GMGC10.016_701_822.UNKNOWN	79493	GMGC10.016_701_822.UNKNOWN	yes
