protein_id	cluster_90	cluster_95	cluster_975	cluster_98	cluster_99
abricate-ncbi@@@ncbi~~~aac(6')-Ib-cr8~~~NG_067970.1~~~AMIKACIN;KANAMYCIN;QUINOLONE;TOBRAMYCIN fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr8	L.739	L.739.0	L.739.0.6	L.739.0.6.2	L.739.0.6.2.0
abricate-ncbi@@@ncbi~~~aac(6')-Ib-cr9~~~NG_067971.1~~~AMIKACIN;KANAMYCIN;QUINOLONE;TOBRAMYCIN fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr9	L.739	L.739.0	L.739.0.8	L.739.0.8.0	L.739.0.8.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ib-generic~~~NG_067955.1~~~AMINOGLYCOSIDE AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	L.739	L.739.0	L.739.0.0	L.739.0.0.0	L.739.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ib-generic~~~NG_065404.1~~~AMINOGLYCOSIDE AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	L.739	L.739.0	L.739.0.0	L.739.0.0.2	L.739.0.0.2.0
abricate-ncbi@@@ncbi~~~aac(6')-Ib11~~~NG_048578.1~~~AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ib11	L.739	L.739.0	L.739.0.4	L.739.0.4.0	L.739.0.4.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ib11~~~NG_052506.1~~~AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ib11	L.739	L.739.0	L.739.0.0	L.739.0.0.0	L.739.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ib3~~~NG_051438.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ib3	L.739	L.739.0	L.739.0.0	L.739.0.0.0	L.739.0.0.0.1
abricate-ncbi@@@ncbi~~~aac(6')-Ib4~~~NG_051844.1~~~GENTAMICIN aminoglycoside N-acetyltransferase AAC(6')-Ib4	L.739	L.739.0	L.739.0.0	L.739.0.0.0	L.739.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ic~~~NG_047294.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Ic	L.3207	L.3207.0	L.3207.0.0	L.3207.0.0.0	L.3207.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Id~~~NG_055007.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Id	L.3191	L.3191.0	L.3191.0.0	L.3191.0.0.0	L.3191.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-If~~~NG_052054.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-If	L.3193	L.3193.0	L.3193.0.0	L.3193.0.0.0	L.3193.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-If~~~NG_047295.2~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-If	L.3193	L.3193.0	L.3193.0.1	L.3193.0.1.0	L.3193.0.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ig~~~NG_047296.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ig	L.3240	L.3240.0	L.3240.0.0	L.3240.0.0.0	L.3240.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ih~~~NG_047297.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ih	L.3223	L.3223.0	L.3223.0.0	L.3223.0.0.0	L.3223.0.0.0.1
abricate-ncbi@@@ncbi~~~aac(6')-Ii~~~NG_047298.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Ii	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iid~~~NG_047299.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Iid	L.2939	L.2939.0	L.2939.0.0	L.2939.0.0.0	L.2939.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iih~~~NG_047300.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Iih	L.2932	L.2932.0	L.2932.0.0	L.2932.0.0.0	L.2932.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ij~~~NG_047301.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ij	L.3225	L.3225.0	L.3225.0.0	L.3225.0.0.0	L.3225.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ik~~~NG_047302.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ik	L.3241	L.3241.0	L.3241.0.0	L.3241.0.0.0	L.3241.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Il~~~NG_047303.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Il	L.3176	L.3176.0	L.3176.0.0	L.3176.0.0.0	L.3176.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Il~~~NG_047304.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Il	L.3176	L.3176.0	L.3176.0.0	L.3176.0.0.0	L.3176.0.0.0.1
abricate-ncbi@@@ncbi~~~aac(6')-Il~~~NG_047305.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Il	L.3176	L.3176.0	L.3176.0.0	L.3176.0.0.0	L.3176.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Il~~~NG_052392.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Il	L.3176	L.3176.0	L.3176.0.0	L.3176.0.0.0	L.3176.0.0.0.2
abricate-ncbi@@@ncbi~~~aac(6')-Im~~~NG_052530.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Im	L.2967	L.2967.0	L.2967.0.2	L.2967.0.2.0	L.2967.0.2.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Im~~~NG_047306.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Im	L.2967	L.2967.0	L.2967.0.0	L.2967.0.0.0	L.2967.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Im~~~NG_052222.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Im	L.2967	L.2967.0	L.2967.0.1	L.2967.0.1.0	L.2967.0.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ip~~~NG_047307.2~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip	L.2851	L.2851.0	L.2851.0.0	L.2851.0.0.0	L.2851.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iq~~~NG_047308.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq	L.2901	L.2901.0	L.2901.0.0	L.2901.0.0.0	L.2901.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ir~~~NG_047309.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ir	L.3226	L.3226.0	L.3226.0.0	L.3226.0.0.0	L.3226.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Is~~~NG_047310.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Is	L.3224	L.3224.1	L.3224.1.0	L.3224.1.0.0	L.3224.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Isa~~~NG_047311.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Isa	L.3105	L.3105.0	L.3105.0.0	L.3105.0.0.0	L.3105.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-It~~~NG_047312.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-It	L.3223	L.3223.1	L.3223.1.0	L.3223.1.0.0	L.3223.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iu~~~NG_047313.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Iu	L.3224	L.3224.2	L.3224.2.0	L.3224.2.0.0	L.3224.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iv~~~NG_047314.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Iv	L.3223	L.3223.2	L.3223.2.0	L.3223.2.0.0	L.3223.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iw~~~NG_047315.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Iw	L.3227	L.3227.0	L.3227.0.0	L.3227.0.0.0	L.3227.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Ix~~~NG_047316.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ix	L.3224	L.3224.0	L.3224.0.0	L.3224.0.0.0	L.3224.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iz~~~NG_047317.1~~~TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Iz	L.3156	L.3156.0	L.3156.0.1	L.3156.0.1.0	L.3156.0.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iz~~~NG_052390.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Iz	L.3156	L.3156.0	L.3156.0.1	L.3156.0.1.0	L.3156.0.1.0.1
abricate-ncbi@@@ncbi~~~aac(6')-Iz~~~NG_052343.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Iz	L.3156	L.3156.0	L.3156.0.0	L.3156.0.0.0	L.3156.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iz~~~NG_052348.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Iz	L.3156	L.3156.1	L.3156.1.0	L.3156.1.0.0	L.3156.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iz~~~NG_054659.1~~~TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Iz	L.3156	L.3156.2	L.3156.2.0	L.3156.2.0.0	L.3156.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-Iz~~~NG_052377.1~~~AMINOGLYCOSIDE aminoglycoside N-acetyltransferase AAC(6')-Iz	L.3156	L.3156.1	L.3156.1.1	L.3156.1.1.0	L.3156.1.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052534.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2919	L.2919.0	L.2919.0.0	L.2919.0.0.0	L.2919.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052221.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2920	L.2920.0	L.2920.0.0	L.2920.0.0.0	L.2920.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052175.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2926	L.2926.0	L.2926.0.0	L.2926.0.0.0	L.2926.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052254.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2918	L.2918.0	L.2918.0.0	L.2918.0.0.0	L.2918.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052300.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2998	L.2998.0	L.2998.0.0	L.2998.0.0.0	L.2998.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052301.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2917	L.2917.0	L.2917.0.0	L.2917.0.0.0	L.2917.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-set_A~~~NG_052423.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2923	L.2923.0	L.2923.0.0	L.2923.0.0.0	L.2923.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')-sk~~~NG_052084.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2984	L.2984.0	L.2984.0.0	L.2984.0.0.0	L.2984.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Acine~~~NG_052397.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3242	L.3242.0	L.3242.0.0	L.3242.0.0.0	L.3242.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E111~~~NG_242162.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E111	L.3252	L.3252.0	L.3252.0.0	L.3252.0.0.0	L.3252.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E141~~~NG_242278.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E141	L.3194	L.3194.0	L.3194.0.0	L.3194.0.0.0	L.3194.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E449~~~NG_242163.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E449	L.3265	L.3265.0	L.3265.0.0	L.3265.0.0.0	L.3265.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E526~~~NG_242164.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E526	L.3201	L.3201.0	L.3201.0.0	L.3201.0.0.0	L.3201.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E550~~~NG_242165.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E550	L.3253	L.3253.0	L.3253.0.0	L.3253.0.0.0	L.3253.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E553~~~NG_242166.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E553	L.3195	L.3195.0	L.3195.0.0	L.3195.0.0.0	L.3195.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E606~~~NG_242167.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E606	L.3215	L.3215.0	L.3215.0.0	L.3215.0.0.0	L.3215.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E64~~~NG_242168.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E64	L.3254	L.3254.0	L.3254.0.0	L.3254.0.0.0	L.3254.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E657~~~NG_242169.1~~~TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E657	L.2946	L.2946.0	L.2946.0.0	L.2946.0.0.0	L.2946.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_E963~~~NG_242170.1~~~KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AAC(6')-E963	L.3171	L.3171.0	L.3171.0.0	L.3171.0.0.0	L.3171.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Entco~~~NG_052164.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2958	L.2958.0	L.2958.0.0	L.2958.0.0.0	L.2958.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Entco~~~NG_052163.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2897	L.2897.0	L.2897.0.0	L.2897.0.0.0	L.2897.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Entco~~~NG_052165.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2896	L.2896.0	L.2896.0.0	L.2896.0.0.0	L.2896.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Entco~~~NG_052169.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2908	L.2908.0	L.2908.0.0	L.2908.0.0.0	L.2908.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Entco~~~NG_052291.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2944	L.2944.0	L.2944.0.0	L.2944.0.0.0	L.2944.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Entco~~~NG_052188.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2936	L.2936.0	L.2936.0.0	L.2936.0.0.0	L.2936.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Ia_fam~~~NG_052294.1~~~AMINOGLYCOSIDE AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase	L.2826	L.2826.0	L.2826.0.0	L.2826.0.0.0	L.2826.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052389.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3212	L.3212.1	L.3212.1.0	L.3212.1.0.0	L.3212.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052263.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.0	L.3228.0.0	L.3228.0.0.0	L.3228.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052284.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.3	L.3228.1.3.0	L.3228.1.3.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052297.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.0	L.3228.0.0	L.3228.0.0.0	L.3228.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052448.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3209	L.3209.2	L.3209.2.0	L.3209.2.0.0	L.3209.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052347.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3209	L.3209.4	L.3209.4.0	L.3209.4.0.0	L.3209.4.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052451.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3207	L.3207.2	L.3207.2.0	L.3207.2.0.0	L.3207.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052346.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3211	L.3211.2	L.3211.2.0	L.3211.2.0.0	L.3211.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052450.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3211	L.3211.0	L.3211.0.0	L.3211.0.0.1	L.3211.0.0.1.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052178.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3211	L.3211.0	L.3211.0.0	L.3211.0.0.0	L.3211.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052345.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3207	L.3207.0	L.3207.0.2	L.3207.0.2.0	L.3207.0.2.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052292.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.1	L.3228.1.1.0	L.3228.1.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052427.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3207	L.3207.0	L.3207.0.1	L.3207.0.1.0	L.3207.0.1.0.1
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052449.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3207	L.3207.0	L.3207.0.1	L.3207.0.1.0	L.3207.0.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052415.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3209	L.3209.0	L.3209.0.0	L.3209.0.0.0	L.3209.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052336.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3210	L.3210.0	L.3210.0.0	L.3210.0.0.0	L.3210.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052466.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.0	L.3228.0.1	L.3228.0.1.0	L.3228.0.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052467.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3213	L.3213.0	L.3213.0.0	L.3213.0.0.0	L.3213.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052468.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3211	L.3211.0	L.3211.0.0	L.3211.0.0.0	L.3211.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052420.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3207	L.3207.0	L.3207.0.1	L.3207.0.1.0	L.3207.0.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052471.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.1	L.3228.1.1.0	L.3228.1.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052472.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.1	L.3228.1.1.0	L.3228.1.1.0.1
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052187.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3209	L.3209.4	L.3209.4.0	L.3209.4.0.0	L.3209.4.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052193.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.0	L.3228.0.0	L.3228.0.0.1	L.3228.0.0.1.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052195.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.0	L.3228.1.0.1	L.3228.1.0.1.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052192.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3209	L.3209.1	L.3209.1.0	L.3209.1.0.0	L.3209.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052194.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3211	L.3211.1	L.3211.1.0	L.3211.1.0.0	L.3211.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052191.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.2	L.3228.1.2.1	L.3228.1.2.1.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052196.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3212	L.3212.0	L.3212.0.0	L.3212.0.0.0	L.3212.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052190.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3207	L.3207.1	L.3207.1.0	L.3207.1.0.0	L.3207.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_054690.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3212	L.3212.2	L.3212.2.0	L.3212.2.0.0	L.3212.2.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052209.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.2	L.3228.1.2.0	L.3228.1.2.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Serra~~~NG_052419.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3228	L.3228.1	L.3228.1.0	L.3228.1.0.0	L.3228.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Steno~~~NG_052189.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3145	L.3145.0	L.3145.0.0	L.3145.0.0.0	L.3145.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Steno~~~NG_052204.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3144	L.3144.0	L.3144.0.0	L.3144.0.0.0	L.3144.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_052139.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3034	L.3034.0	L.3034.0.0	L.3034.0.0.0	L.3034.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_052445.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3078	L.3078.0	L.3078.0.0	L.3078.0.0.0	L.3078.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_052341.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3110	L.3110.0	L.3110.0.0	L.3110.0.0.0	L.3110.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_052428.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3112	L.3112.0	L.3112.0.0	L.3112.0.0.0	L.3112.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_052429.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3108	L.3108.0	L.3108.0.0	L.3108.0.0.0	L.3108.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_052464.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3109	L.3109.0	L.3109.0.0	L.3109.0.0.0	L.3109.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Strep~~~NG_054689.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3111	L.3111.0	L.3111.0.0	L.3111.0.0.0	L.3111.0.0.0.0
