protein_id	cluster_90	cluster_95	cluster_975	cluster_99
amrfinderplus@@@2095804965|WP_223146983.1|1|1|blaNDM-39|blaNDM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_NDM-39	2103	2722	3544	6017
amrfinderplus@@@2095804966|WP_223146984.1|1|1|blaNDM-40|blaNDM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_NDM-40	2103	2722	3544	6018
amrfinderplus@@@2096036796|WP_223174986.1|1|1|blaSFC-2|blaSFC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_SFC-2	1573	2042	2674	3965
amrfinderplus@@@2096036797|WP_223174987.1|1|1|blaFRI-11|blaFRI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_FRI-11	1791	2315	3000	4415
amrfinderplus@@@2096036798|WP_223174988.1|1|1|blaIMI-22|blaIMI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-22	1836	2382	3076	4537
amrfinderplus@@@209911041|BAG76115.1|1|1|iss|iss||1|||increased_serum_survival_lipoprotein_Iss	3478	4423	5729	8824
amrfinderplus@@@2099551054|WP_223292485.1|1|1|blaRSA1-1|blaRSA1|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_A_beta-lactamase_RSA1-1	1952	2531	3295	5174
amrfinderplus@@@2100270048|WP_223525081.1|1|1|blaIMI-23|blaIMI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-23	1836	2383	3077	4538
amrfinderplus@@@2102612747|WP_223915751.1|1|1|blaMOX-22|blaMOX|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|CMY-1/MOX_family_class_C_beta-lactamase_MOX-22	853	1567	2046	2976
amrfinderplus@@@2103596978|WP_224206459.1|1|1|blaMUN-4|blaMUN|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|MUN_family_extended-spectrum_class_A_beta-lactamase_MUN-4	1681	2176	2840	4173
amrfinderplus@@@2104023896|WP_224452742.1|1|1|blaNDM-33|blaNDM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_NDM-33	2103	2722	3544	6017
amrfinderplus@@@2105078264|WP_225025027.1|1|1|blaOXA-1287|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1287	2322	3011	4000	6388
amrfinderplus@@@2105078349|WP_225025112.1|1|1|blaPDC-634|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-634	991	1275	1622	2314
amrfinderplus@@@2107076410|WP_225519091.1|1|1|blaADC-342|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-342	1058	1373	1759	2916
amrfinderplus@@@21204334|WP_001025093.1|1|1|pgsA|pgsA|mutation|2|||CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase_PgsA	2866	3660	4761	7410
amrfinderplus@@@21205785|BAB96477.1|1|1|cna|cna||1|||collagen_adhesin_Cna	65	76	90	100
amrfinderplus@@@2130579734|WP_228333159.1|1|1|blaACT-158|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-158	925	1179	2110	3105
amrfinderplus@@@215073|AAA98151.1|1|1|stxA1a|stxA1a||1|stxA1a|STX1|Shiga_toxin_Stx1a_subunit_A	1529	1991	2609	3882
amrfinderplus@@@215252870|ACJ63529.1|1|1|iroD|iroD||1|||catecholate_siderophore_esterase_IroD	968	1235	1548	2047
amrfinderplus@@@215252871|ACJ63530.1|1|1|iroE|iroE||1|||catecholate_siderophore_esterase_IroE	1520	1982	2598	3870
amrfinderplus@@@215264243|CAS08589.1|1|1|nleB2|nleB2||1|||type_III_secretion_system_effector_arginine_glycosyltransferase_NleB2	1466	1918	2523	3764
amrfinderplus@@@215264622|CAS08990.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	831	1065	1333	1792
amrfinderplus@@@215266044|CAS10463.1|1|1|espC|espC||1|||serine_protease_autotransporter_toxin_EspC	33	34	36	41
amrfinderplus@@@215489834|CAS06720.1|1|1|gamma-2|gamma-2||1|THETA|INTIMIN|intimin_type_theta	199	266	315	384
amrfinderplus@@@215489836|CAS06721.1|1|1|alpha-6|alpha-6||1|ZETA|INTIMIN|intimin_type_zeta	196	263	312	381
amrfinderplus@@@215489840|CAS06723.1|1|1|alpha-6|alpha-6||1|ZETA|INTIMIN|intimin_type_zeta	196	263	312	381
amrfinderplus@@@2155479464|WP_229998008.1|1|1|blaOXA-1269|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1269	2322	3011	4000	6350
amrfinderplus@@@2159766608|WP_230924646.1|1|1|blaPRC-1|blaPRC|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_C_beta-lactamase_PRC-1	1231	1633	2156	3232
amrfinderplus@@@2159995|BAA20334.1|1|1|merR_Ps|merR_Ps||1|MERCURY|MERCURY|mercury_resistance_transcriptional_regulator_MerR	3256	4133	5338	8297
amrfinderplus@@@2159997|BAA20336.1|1|1|MerP_Gneg|MerP_Gneg||1|MERCURY|MERCURY|mercury_resistance_system_periplasmic_binding_protein_MerP	3483	4428	5735	8835
amrfinderplus@@@2159998|BAA20337.1|1|1|merA|merA||1|MERCURY|MERCURY|mercury(II)_reductase	470	621	756	1003
amrfinderplus@@@2161526577|WP_231236808.1|1|1|mcr-1.34|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1.34	522	678	822	1076
amrfinderplus@@@21636536|AAM70045.1|1|1|stxA2a|stxA2a||1|stxA2a|STX2|Shiga_toxin_Stx2a_subunit_A	1509	1967	2578	3826
amrfinderplus@@@21636537|AAM70046.1|1|1|stxB2a|stxB2a||1|stxB2a|STX2|Shiga_toxin_Stx2a_subunit_B	3485	4433	5740	8854
amrfinderplus@@@2165384323|WP_231869585.1|1|1|npmB2|npmB||2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|16S_rRNA_(adenine(1408)-N(1))-methyltransferase_NpmB2	2700	3472	4542	7092
amrfinderplus@@@2165384324|WP_231869586.1|1|1|npmB1|npmB||2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|16S_rRNA_(adenine(1408)-N(1))-methyltransferase_NpmB1	2700	3472	4542	7092
amrfinderplus@@@2165384325|WP_231869587.1|1|1|blaOXA-1042|blaOXA-1_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-1_family_class_D_beta-lactamase_OXA-1042	2064	2672	3478	5473
amrfinderplus@@@2165384326|WP_231869588.1|1|1|blaGES-50|blaGES|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_GES-50	1801	2326	3009	4699
amrfinderplus@@@2165384327|WP_231869589.1|1|1|blaMOX-16|blaMOX|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|CMY-1/MOX_family_class_C_beta-lactamase_MOX-16	853	1095	1369	1836
amrfinderplus@@@2165384328|WP_231869590.1|1|1|blaCARB-58|blaPSE|hydrolase|2|BETA-LACTAM|BETA-LACTAM|PSE_family_carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-58	1316	1737	2302	3485
amrfinderplus@@@2165384329|WP_231869591.1|1|1|blaOXA-933|blaOXA-48_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OXA-48_family_class_D_beta-lactamase_OXA-933	2283	2950	3895	6175
amrfinderplus@@@2165384330|WP_231869592.1|1|1|blaOXA-934|blaOXA-48_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OXA-48_family_class_D_beta-lactamase_OXA-934	2283	2950	3895	6175
amrfinderplus@@@2165384331|WP_231869593.1|1|1|blaVEB-28|blaVEB|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_VEB-28	1667	2161	2820	4244
amrfinderplus@@@2165384332|WP_231869594.1|1|1|blaOXA-967|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-967	1802	2327	3653	5845
amrfinderplus@@@2165384333|WP_231869595.1|1|1|blaOXA-968|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-968	1802	2327	3702	5902
amrfinderplus@@@2165384334|WP_231869596.1|1|1|blaOXA-969|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-969	1802	2327	3703	5903
amrfinderplus@@@2165384335|WP_231869597.1|1|1|blaOXA-970|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-970	1971	2553	3516	5523
amrfinderplus@@@2165384336|WP_231869598.1|1|1|blaOXA-971|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-971	1971	2553	3319	5674
amrfinderplus@@@2165384337|WP_231869599.1|1|1|blaOXA-972|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-972	1971	2553	3453	5365
amrfinderplus@@@2165384338|WP_231869600.1|1|1|blaOXA-973|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-973	1971	2553	3593	5643
amrfinderplus@@@2165384339|WP_231869601.1|1|1|blaOXA-974|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-974	1971	2553	3453	5761
amrfinderplus@@@2165384340|WP_231869602.1|1|1|blaOXA-975|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-975	1971	2553	3613	5735
amrfinderplus@@@2165384341|WP_231869603.1|1|1|blaOXA-977|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-977	1971	2553	3320	5738
amrfinderplus@@@2165384342|WP_231869604.1|1|1|blaOXA-978|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-978	2156	2786	3649	5904
amrfinderplus@@@2165384343|WP_231869605.1|1|1|blaOXA-979|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-979	2156	2794	3706	5905
amrfinderplus@@@2165384344|WP_231869606.1|1|1|blaOXA-981|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-981	2035	2631	3421	5381
amrfinderplus@@@2165384345|WP_231869607.1|1|1|blaOXA-982|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-982	2053	2654	3456	5441
amrfinderplus@@@2165384346|WP_231869608.1|1|1|blaOXA-983|blaOXA-229_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-229_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-983	1590	2065	2705	5537
amrfinderplus@@@2165384347|WP_231869609.1|1|1|blaOXA-984|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-984	1948	2527	3291	5442
amrfinderplus@@@2165384348|WP_231869610.1|1|1|blaOXA-985|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-985	2156	2794	3704	5907
amrfinderplus@@@2165384349|WP_231869611.1|1|1|blaOXA-986|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-986	2156	2786	3649	5908
amrfinderplus@@@2165384350|WP_231869612.1|1|1|blaOXA-987|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-987	2157	2792	3705	5909
amrfinderplus@@@2165384351|WP_231869613.1|1|1|blaOXA-988|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-988	2156	2786	3675	5891
amrfinderplus@@@2165384352|WP_231869614.1|1|1|blaOXA-989|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-989	2156	2794	3706	5905
amrfinderplus@@@2165384353|WP_231869615.1|1|1|blaOXA-990|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-990	2157	2790	3707	5910
amrfinderplus@@@2165384354|WP_231869616.1|1|1|blaOXA-991|blaOXA-134_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-134_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-991	2082	2693	3502	5539
amrfinderplus@@@2165384355|WP_231869617.1|1|1|blaOXA-992|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-992	2156	2787	3709	5911
amrfinderplus@@@2165384356|WP_231869618.1|1|1|blaOXA-993|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-993	2053	2654	3456	5443
amrfinderplus@@@2165384357|WP_231869619.1|1|1|blaOXA-994|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-994	2053	2654	3448	5427
amrfinderplus@@@2165384358|WP_231869620.1|1|1|blaOXA-995|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-995	1948	2659	3457	5444
amrfinderplus@@@2165384359|WP_231869621.1|1|1|blaOXA-996|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-996	1948	2527	3291	5445
amrfinderplus@@@2165384360|WP_231869622.1|1|1|blaOXA-997|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-997	2053	2654	3448	5446
amrfinderplus@@@2165384361|WP_231869623.1|1|1|blaOXA-998|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-998	1948	2527	3291	5447
amrfinderplus@@@2165384362|WP_231869624.1|1|1|blaOXA-999|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-999	2035	2631	3421	5411
amrfinderplus@@@2165384363|WP_231869625.1|1|1|blaOXA-1000|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1000	2156	2803	3688	5869
amrfinderplus@@@2165384364|WP_231869626.1|1|1|blaOXA-1002|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1002	2156	2786	3651	5870
amrfinderplus@@@2165384365|WP_231869627.1|1|1|blaOXA-1003|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1003	2157	2792	3669	5871
amrfinderplus@@@2165384366|WP_231869628.1|1|1|blaOXA-1004|blaOXA-294_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-294_family_class_D_beta-lactamase_OXA-1004	1948	2527	3455	5440
amrfinderplus@@@2165384367|WP_231869629.1|1|1|blaOXA-1006|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-1006	2116	2739	3567	5600
amrfinderplus@@@2165384368|WP_231869630.1|1|1|blaOXA-1007|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1007	2157	2792	3689	5872
amrfinderplus@@@2165384369|WP_231869631.1|1|1|blaOXA-1008|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1008	2156	2794	3673	5873
amrfinderplus@@@2165384370|WP_231869632.1|1|1|blaOXA-1009|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1009	2157	2789	3663	5874
amrfinderplus@@@2165384371|WP_231869633.1|1|1|blaOXA-1010|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1010	2156	2794	3690	5875
amrfinderplus@@@2165384372|WP_231869634.1|1|1|blaKPC-98|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-98	1478	2120	2835	4168
amrfinderplus@@@2165384373|WP_231869635.1|1|1|blaPDC-497|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-497	991	1275	1622	2161
amrfinderplus@@@2165384374|WP_231869636.1|1|1|blaNDM-41|blaNDM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_NDM-41	2103	2722	3544	6017
amrfinderplus@@@2165384375|WP_231869637.1|1|1|blaVIM-77|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-77	2219	2070	2710	4023
amrfinderplus@@@2165384376|WP_231869638.1|1|1|blaAIM-2|blaAIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_AIM-2	1658	2152	2811	4141
amrfinderplus@@@2165384377|WP_231869639.1|1|1|blaKPC-96|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-96	1478	2120	2835	4168
amrfinderplus@@@2165384378|WP_231869640.1|1|1|blaKPC-97|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-97	1478	2120	2823	4227
amrfinderplus@@@2165384379|WP_231869641.1|1|1|blaCMH-7|blaCMH|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_C_beta-lactamase_CMH-7	1203	1587	2079	3150
amrfinderplus@@@2165384380|WP_231869642.1|1|1|qnrA13|qnrA|target_protection|2|QUINOLONE|QUINOLONE|quinolone_resistance_pentapeptide_repeat_protein_QnrA13	2689	3460	4534	7081
amrfinderplus@@@2165384381|WP_231869643.1|1|1|blaOXA-1038|blaOXA-48_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1038	2283	2950	3895	6194
amrfinderplus@@@2165384382|WP_231869644.1|1|1|blaVIM-79|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-79	1464	1916	3331	5226
amrfinderplus@@@2165384383|WP_231869645.1|1|1|blaCTX-M-251|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-251	1537	2000	2619	4407
amrfinderplus@@@2165384384|WP_231869646.1|1|1|blaCMY-177|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-177	962	1228	1535	2038
amrfinderplus@@@2165384385|WP_231869647.1|1|1|blaOXA-1040|blaOXA-24_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1040	2041	2638	3429	5609
amrfinderplus@@@2165384386|WP_231869648.1|1|1|blaADC-260|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-260	1058	1373	1975	2865
amrfinderplus@@@2165384387|WP_231869649.1|1|1|blaOXA-1041|blaOXA-PR|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1041	2316	2999	3960	6273
amrfinderplus@@@2165384388|WP_231869650.1|1|1|blaKPC-103|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-103	1478	2120	2640	3970
amrfinderplus@@@2165384389|WP_231869651.1|1|1|blaKPC-104|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-104	1478	2120	2822	4124
amrfinderplus@@@2165384390|WP_231869652.1|1|1|blaKPC-107|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-107	1496	1953	2563	3811
amrfinderplus@@@2165384391|WP_231869653.1|1|1|blaKPC-105|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-105	1478	1932	2640	3970
amrfinderplus@@@2165384392|WP_231869654.1|1|1|blaKPC-108|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-108	1478	1932	2592	3864
amrfinderplus@@@2165384393|WP_231869655.1|1|1|blaKPC-106|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|class_A_beta-lactamase_KPC-106	1478	2120	2823	4227
amrfinderplus@@@2165429969|WP_231873781.1|1|1|blaKPC-102|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-102	1478	2120	2835	4168
amrfinderplus@@@2165429970|WP_231873782.1|1|1|blaPDC-498|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-498	991	1275	1622	2314
amrfinderplus@@@2165429971|WP_231873783.1|1|1|blaPDC-499|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-499	991	1275	1621	2335
amrfinderplus@@@2165429972|WP_231873784.1|1|1|blaPDC-500|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_class_C_beta-lactamase_PDC-500	991	1275	1622	2314
amrfinderplus@@@2165429973|WP_231873785.1|1|1|blaAXC-7|blaAXC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-7	1728	2239	2909	4286
amrfinderplus@@@2170647639|WP_232932000.1|1|1|blaACT-98|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-98	1035	1341	2092	3123
amrfinderplus@@@2171028040|WP_233003445.1|1|1|blaACT-159|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-159	1035	1595	2116	3116
amrfinderplus@@@2174809224|UIK15784.1|1|1|arsN2|arsN2||1|ARSENIC|ARSENIC|arsenic_resistance_N-acetyltransferase_ArsN2	3222	4081	5263	8197
amrfinderplus@@@2176900729|WP_234164690.1|1|1|cfiA30|cfiA_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CfiA30	2433	3140	4149	6567
amrfinderplus@@@2176971387|WP_234225171.1|1|1|blaMUN-3|blaMUN|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|MUN_family_extended-spectrum_class_A_beta-lactamase_MUN-3	1681	2176	2840	4173
amrfinderplus@@@2177775664|UIU88878.1|1|1|stxA1a|stxA1a||1|stxA1a|STX1|Shiga_toxin_Stx1a_subunit_A	1529	1991	2609	3882
amrfinderplus@@@217781|BAA14235.1|1|1|bont_C1|bont_C1||1|||botulinum_neurotoxin_subtype_C1	43	48	54	60
amrfinderplus@@@2178826982|WP_234575440.1|1|1|blaPDC-623|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-623	991	1275	1622	2314
amrfinderplus@@@2179505850|WP_234855925.1|1|1|blaIMP-93|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-93	2454	3162	4172	6593
amrfinderplus@@@21832314|BAC05434.1|1|1|bont_E4|bont_E4||1|||botulinum_neurotoxin_subtype_E4	53	62	73	80
amrfinderplus@@@218349792|CAQ87187.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	288	372	439	522
amrfinderplus@@@218353314|CAU99295.1|1|1|pic_auto|pic_auto||1|||serine_protease_autotransporter_toxin_Pic	25	25	25	27
amrfinderplus@@@218353995|CAV00478.1|1|1|lpfA_gen|lpfA_gen||1|||long_polar_fimbria_major_subunit_LpfA	2988	3799	4923	7717
amrfinderplus@@@218354186|CAV00812.1|1|1|lpfA-O113|lpfA-O113||1|||long_polar_fimbria_major_subunit_LpfA-O113	2882	3679	4783	7456
amrfinderplus@@@218354866|CAV02025.1|1|1|capU|capU||1|||putative_hexosyltransferase_CapU	1322	1744	2310	3496
amrfinderplus@@@218359306|CAU95796.1|1|1|aatA|aatA||1|||dispersin_export_ABC_transporter_outer_membrane_protein_AatA	942	1201	1499	1988
amrfinderplus@@@218359334|CAU95824.1|1|1|agg3D|agg3D||1|||aggregative_adherence_fimbria_3_chaperone_Agg3D	2462	3170	4183	6604
amrfinderplus@@@218363970|CAR01635.1|1|1|vac_auto|vac_auto||1|||vacuolating_autotransporter_toxin_Vat	23	23	23	25
amrfinderplus@@@218428762|CAR09703.2|1|1|ireA|ireA||1|||TonB-dependent_siderophore_receptor_IreA	315	410	481	588
amrfinderplus@@@218428771|CAR09712.2|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	310	401	471	558
amrfinderplus@@@218431740|CAR12622.1|1|1|iss|iss||1|||increased_serum_survival_lipoprotein_Iss	3478	4423	5729	8825
amrfinderplus@@@218434398|CAR15326.1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX/Air	2	2	2	2
amrfinderplus@@@218562643|WP_002857904.1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	226	302	355	430
amrfinderplus@@@218921798|CAW30799.1|1|1|afaC|afaC||1|||AfaC-I/III_family_usher_protein	227	303	356	431
